name,state,rating,elevation,ascension,time,description,date,url
Mount Royal,Colorado,4.0,10502.0,1377.0,03:03,It is windy at the top and overlooks the highway.,2024-07-02,https://www.alltrails.com/trail/us/colorado/royal-mountain
